APC,HCPCS Code,Description,Payment Rate
5871,D0460; D0600; D1510; D1516; D1517; D1520; D1526; D1527; D1551; D1552; D1553; D1575; D2140; D2150; D2160; D2161; D2330; D2331; D2332; D2335; D2390; D2391; D2392; D2393; D2394; D2410; D2420; D2430; D2510; D2520; D2530; D2542; D2543; D2544; D2610; D2620; D2630; D2642; D2643; D2644; D2650; D2651; D2652; D2662; D2663; D2664; D2710; D2712; D2720; D2721; D2722; D2740; D2750; D2751; D2752; D2753; D2780; D2781; D2782; D2783; D2790; D2791; D2792; D2794; D2799; D2910; D2915; D2920; D2921; D2928; D2929; D2930; D2931; D2932; D2933; D2934; D2940; D2941; D2949; D2950; D2951; D2952; D2954; D2957; D2960; D2961; D2962; D2971; D2975; D2980; D2981; D2982; D2983; D2990; D2999; D3110; D3120; D3220; D3221; D3222; D3230; D3240; D3310; D3320; D3330; D3331; D3332; D3333; D3346; D3347; D3348; D3351; D3352; D3353; D3355; D3356; D3357; D3410; D3421; D3425; D3428; D3430; D3431; D3432; D3450; D3460; D3470; D3471; D3472; D3473; D3501; D3502; D3503; D3910; D3911; D3920; D3921; D3950; D3999; D4249; D4263; D4265; D4268; D4274; D4322; D4323; D4341; D4342; D4346; D4355; D4381; D4910; D4920; D5911; D5912; D5983; D5984; D5985; D5987; D5988; D6920; D7111; D7140; D7220; D7230; D7240; D7241; D7250; D7260; D7261; D7270; D7272; D7280; D7291; D7460; D7461; D7472; D7473; D7530; D7540; D7550; D7922; D7940; D9930; D9944; D9945; D9946; D9950; D9951; D9952,"Pulp vitality test; Non-ionizing diag proc; Space maintainer fxd unilat; Fixed bilat space maint, max; Fixed bilat space maint, man; Remove unilat space maintain; Remove bilat space main, max; Remove bilat space main, man; Recement space maint - max; Recement space maint - man; Recement unilat space maint; Dist space maint, fixed unil; Amalgam one surface permanen; Amalgam two surfaces permane; Amalgam three surfaces perma; Amalgam 4 or > surfaces perm; Resin one surface-anterior; Resin two surfaces-anterior; Resin three surfaces-anterio; Resin 4/> surf or w incis an; Ant resin-based cmpst crown; Post 1 srfc resinbased cmpst; Post 2 srfc resinbased cmpst; Post 3 srfc resinbased cmpst; Post >=4srfc resinbase cmpst; Dental gold foil one surface; Dental gold foil two surface; Dental gold foil three surfa; Dental inlay metalic 1 surf; Dental inlay metallic 2 surf; Dental inlay metl 3/more sur; Dental onlay metallic 2 surf; Dental onlay metallic 3 surf; Dental onlay metl 4/more sur; Inlay porcelain/ceramic 1 su; Inlay porcelain/ceramic 2 su; Dental onlay porc 3/more sur; Dental onlay porcelin 2 surf; Dental onlay porcelin 3 surf; Dental onlay porc 4/more sur; Inlay composite/resin one su; Inlay composite/resin two su; Dental inlay resin 3/mre sur; Dental onlay resin 2 surface; Dental onlay resin 3 surface; Dental onlay resin 4/mre sur; Crown resin-based indirect; Crown 3/4 resin-based compos; Crown resin w/ high noble me; Crown resin w/ base metal; Crown resin w/ noble metal; Crown porcelain/ceramic; Crown porcelain w/ h noble m; Crown porcelain fused base m; Crown porcelain w/ noble met; Crown porc fused to titanium; Crown 3/4 cast hi noble met; Crown 3/4 cast base metal; Crown 3/4 cast noble metal; Crown 3/4 porcelain/ceramic; Crown full cast high noble m; Crown full cast base metal; Crown full cast noble metal; Crown-titanium; Interim crown; Recement inlay onlay or part; Recement cast or prefab post; Re-cement or re-bond crown; Reattach tooth fragment; Prefab porc/cer crown perm; Prefab porc/ceram crown pri; Prefab stnlss steel crwn pri; Prefab stnlss steel crown pe; Prefabricated resin crown; Prefab stainless steel crown; Prefab steel crown primary; Protective restoration; Int therapeutic restoration; Restorative foundation; Core build-up incl any pins; Tooth pin retention; Post and core cast + crown; Prefab post/core + crown; Each addtnl prefab post; Labial veneer resin direct; Labial veneer resin indirect; Labial veneer porc indirect; Add proc construct new crown; Coping; Crown repair; Inlay repair; Onlay repair; Veneer repair; Resin infiltration of lesion; Dental unspec restorative pr; Pulp cap direct; Pulp cap indirect; Therapeutic pulpotomy; Gross pulpal debridement; Part pulp for apexogenesis; Pulpal therapy anterior prim; Pulpal therapy posterior pri; End thxpy, anterior tooth; End thxpy, premolar tooth; End thxpy, molar tooth; Non-surg tx root canal obs; Incomplete endodontic tx; Internal root repair; Retreat root canal anterior; Retreat root canal premolar; Retreat root canal molar; Apexification/recalc initial; Apexification/recalc interim; Apexification/recalc final; Pulpal regeneration initial; Pulpal regeneration interim; Pulpal regeneration complete; Apicoectomy - anterior; Root surgery premolar; Root surgery molar; Bone graft peri per tooth; Retrograde filling; Biological materials; Guided tissue regeneration; Root amputation; Endodontic endosseous implan; Intentional replantation; Surg rep root res anterior; Surg rep root res premolar; Surg rep root res molar; Surg exp root surf anterior; Surg exp root surf premolar; Surg exp root surf molar; Isolation- tooth w rubb dam; Intraorifice barrier; Tooth splitting; Decor or submerg erupt tooth; Canal prep/fitting of dowel; Endodontic procedure; Crown lengthen hard tissue; Bone replce graft first site; Bio mtrls to aid soft/os reg; Surgical revision procedure; Mesial/distal wedge proc; Splint intra-coronal; Splint extra-coronal; Periodontal scaling & root; Periodontal scaling 1-3teeth; Scaling gingiv inflammation; Full mouth debridement; Localized delivery antimicro; Periodontal maint procedures; Unscheduled dressing change; Facial moulage sectional; Facial moulage complete; Radiation applicator; Radiation shield; Radiation cone locator; Commissure splint; Surgical splint; Dental connector bar; Extraction coronal remnants; Extraction erupted tooth/exr; Impact tooth remov soft tiss; Impact tooth remov part bony; Impact tooth remov comp bony; Impact tooth rem bony w/comp; Tooth root removal; Oral antral fistula closure; Primary closure sinus perf; Tooth reimplantation; Tooth transplantation; Exposure of unerupted tooth; Transseptal fiberotomy; Rem nonodonto cyst to 1.25cm; Rem nonodonto cyst > 1.25 cm; Removal of torus palatinus; Remove torus mandibularis; Removal fb skin/areolar tiss; Removal of fb reaction; Removal of sloughed off bone; Place intra-socket bio dress; Reshaping bone orthognathic; Treatment of complications; Occ guard, hard, full arch; Occ guard, soft, full arch; Occ guard, hard, part arch; Occlusion analysis; Limited occlusal adjustment; Complete occlusal adjustment",$838.90 
7041,J3246,Tirofiban hcl,$4.32 
7043,J1745,Infliximab not biosimil 10mg,$32.16 
7046,Q2050,Doxorubicin inj 10mg,$85.48 
7048,J2997,Alteplase recombinant,$88.97 
7308,J7308,Aminolevulinic acid hcl top,$392.32 
9002,J3101,Tenecteplase injection,$153.11 
9003,90378,Rsv mab im 50mg,$339.68 
9004,J1306,"Injection, inclisiran, 1 mg",$12.13 
9005,J2993,Reteplase injection,"$2,768.37 "
9006,J7525,Tacrolimus injection,$248.74 
9007,J1551,Inj cutaquig 100 mg,$13.89 
9008,J2356,"Inj tezepelumab-ekko, 1mg",$18.59 
9009,J0225,"Inj, vutrisiran, 1 mg","$4,947.38 "
9010,J9332,Inj efgartigimod 2mg,$32.08 
9011,90710,Mmrv vaccine sc,$132.69 
9012,J9017,Arsenic trioxide injection,$15.78 
9013,J2327,Inj risankizumab-rzaa 1 mg,$15.36 
9016,J3316,"Inj., triptorelin xr 3.75 mg","$3,227.36 "
9017,Q5124,"Inj. byooviz, 0.1 mg",$187.51 
9018,J0587,"Inj, rimabotulinumtoxinb",$13.03 
9020,J0891,Argatroban nonesrd (accord),$1.82 
9021,J0892,Argatroban dialysis (accord),$1.82 
9022,J0898,Argatroban nonesrd (auromed),$4.13 
9023,J0899,"Argatroban dialysis, auromed",$4.13 
9024,J0287,Amphotericin b lipid complex,$11.13 
9025,J1611,"Inj glucagon hcl, fresenius",$123.83 
9026,J9046,"Inj, bortezomib, dr. reddy's",$48.55 
9027,J9048,"Inj, bortezomib freseniuskab",$48.55 
9028,J9229,Inj inotuzumab ozogam 0.1 mg,"$2,580.15 "
9029,J1628,"Inj., guselkumab, 1 mg",$72.50 
9030,J9057,"Inj., copanlisib, 1 mg",$87.56 
9031,J0606,"Inj, etelcalcetide, 0.1 mg",$2.61 
9032,J0475,Baclofen 10 mg injection,$177.80 
9033,J0740,Cidofovir injection,$554.19 
9034,J1555,"Inj cuvitru, 100 mg",$15.92 
9035,Q2041,Axicabtagene ciloleucel car+,"$449,440.00 "
9036,Q5104,"Injection, renflexis",$31.50 
9038,J1410,Inj estrogen conjugate 25 mg,$372.15 
9039,J0470,Dimecaprol injection,$59.81 
9041,J0887,Epoetin beta esrd use,$1.62 
9042,J1610,Glucagon hydrochloride/1 mg,$188.37 
9043,J7210,"Inj, afstyla, 1 i.u.",$1.44 
9044,J1742,Ibutilide fumarate injection,$190.25 
9045,J1743,Idursulfase injection,$542.92 
9046,J7177,"Inj., fibryga, 1 mg",$1.10 
9047,J9218,Leuprolide acetate injeciton,$13.75 
9048,Q5126,Inj alymsys 10 mg,$60.58 
9049,C9101,"Inj, oliceridine 0.1 mg",$1.19 
9050,J1952,"Leuprolide inj, camcevi, 1mg",$59.80 
9051,J1932,"Inj, lanreotide, (cipla) 1mg",$48.78 
9053,A9602,Fluorodopa f-18 diag per mci,$446.88 
9054,A9607,Lutetium lu 177 vipivotide,$229.76 
9055,A9800,Gallium locametz 1 millicuri,$873.44 
9057,J9298,Inj nivol relatlimab 3mg/1mg,$187.15 
9058,J0570,Buprenorphine implant 74.2mg,"$1,311.75 "
9059,J7179,Vonvendi inj 1 iu vwf:rco,$1.82 
9065,J0884,Argatroban esrd dialysis 1mg,$1.22 
9067,A9513,Lutetium lu 177 dotatat ther,$290.44 
9068,90611,Smallpox&monkeypox vac 0.5ml,$0.01 
9070,J3398,Inj luxturna 1 billion vec g,"$2,872.28 "
9071,J7336,Capsaicin 8% patch,$3.27 
9073,Q9991,Buprenorph xr 100 mg or less,"$1,887.11 "
9074,J1726,"Makena, 10 mg",$12.08 
9075,J7211,"Inj, kovaltry, 1 i.u.",$1.43 
9077,J0888,Epoetin beta non esrd,$1.62 
9078,J3145,Testosterone undecanoate 1mg,$1.84 
9079,J7320,"Genvisc 850, inj, 1mg",$5.74 
9080,J9185,Fludarabine phosphate inj,$173.97 
9088,J0558,Peng benzathine/procaine inj,$17.58 
9094,Q2026,Radiesse injection,$298.73 
9095,Q2028,"Inj, sculptra, 0.5mg",$1.40 
9096,Q5105,Inj retacrit esrd on dialysi,$0.78 
9097,Q5106,Inj retacrit non-esrd use,$7.82 
9099,J1454,"Inj fosnetupitant, palonoset",$694.18 
9100,J9049,"Inj, bortezomib, hospira",$1.52 
9101,90622,Vaccinia vrs vac 0.3 ml perq,$0.01 
9102,J9393,"Inj, fulvestrant (teva)",$21.20 
9103,J9394,"Inj, fulvestrant (fresenius)",$53.00 
9104,J7511,Antithymocyte globuln rabbit,$929.03 
9105,J9314,Inj pemetrexed (teva) 10mg,$19.96 
9106,C9144,"Inj, bupivacaine (posimir)",$0.51 
9107,C9145,"Inj, aponvie, 1 mg",$1.88 
9108,J3240,Thyrotropin injection,"$2,021.17 "
9109,J9063,"Inj, elahere, 1 mg",$65.71 
9110,J9347,"Inj, tremelimumab-actl, 1 mg",$136.09 
9111,J9380,Inj teclistamab cqyv 0.5 mg,$30.85 
9112,J9381,Inj teplizumab mzwv 5 mcg,$36.26 
9113,J0218,Inj olipudase alfa-rpcp 1mg,$376.97 
9114,J1449,Inj eflapegrastim-xnst 0.1mg,$29.68 
9115,J1747,"Inj, spesolimab-sbzo, 1 mg",$60.22 
9116,J2403,"Chloroprocaine opht gel, 1mg",$0.71 
9117,Q5128,"Inj, cimerli, 0.1 mg",$262.08 
9118,Q5130,"Inj, fylnetra, 0.5 mg",$201.97 
9119,J0208,Inj sodium thiosulfate 100mg,$96.19 
9120,J9395,"Injection, fulvestrant",$8.45 
9122,J3315,Triptorelin pamoate,$413.59 
9123,J9294,"Inj pemetrexed, hospira 10mg",$10.55 
9125,J2794,"Inj risperdal consta, 0.5 mg",$12.15 
9126,J2323,Natalizumab injection,$24.45 
9127,J9296,Inj pemetrexed (accord) 10mg,$9.66 
9128,J9297,Inj pemetrexed (sandoz) 10mg,$1.30 
9129,Q5127,"Inj, stimufend, 0.5 mg",$328.64 
9130,J1556,"Inj, imm glob bivigam, 500mg",$72.96 
9131,J9354,"Inj, ado-trastuzumab emt 1mg",$38.37 
9132,J7168,Prothrombin complex kcentra,$2.28 
9133,90375,Rabies ig im/sc,$289.98 
9134,90376,Rabies ig heat treated,$479.72 
9135,90396,Varicella-zoster ig im,"$2,255.95 "
9136,J1954,Leuprolide depot cipla 7.5mg,$355.28 
9138,J1411,"Inj, hemgenix, per tx dose","$3,710,000.00 "
9139,90675,Rabies vaccine im,$324.74 
9140,90676,Rabies vaccine id,$279.15 
9141,J3399,Inj onase abepar-xioi treat,"$2,302,784.67 "
9142,J1440,Fecal microbiota jslm 1 ml,$62.98 
9143,J0134,Inj acetaminophen -fresenius,$0.05 
9144,J1576,"Inj, panzyga, 500 mg",$66.44 
9145,J2427,"Inj, invega hafyera/trinza",$12.21 
9146,J7213,"Inj, ixinity, 1 i.u.",$1.82 
9149,J2329,"Inj ublituximab-xiiy, 1 mg",$67.66 
9150,J9350,"Inj mosunetuzumab-axgb, 1 mg",$629.64 
9151,J9058,Inj apotex/bendamustine 1 mg,$20.78 
9152,J9259,Paclitaxel (american regent),$15.45 
9153,J9059,"Inj bendamustine, baxter 1mg",$20.78 
9154,J9056,"Inj, bendamustine, 1 mg",$33.45 
9155,J1961,"Inj, lenacapavir, 1 mg",$21.93 
9156,J9323,Inj pemetrexed ditromethamin,$6.01 
9157,J0174,"Inj, lecanemab-irmb, 1 mg",$1.35 
9158,J2781,"Inj, pegcetacoplan, 1mg",$151.46 
9159,Q5129,"Inj, vegzelma, 10 mg  ",$72.41 
9160,J0136,"Inj, acetaminophen (b braun)",$0.06 
9161,J0689,"Inj cefazolin sodium, baxter",$1.23 
9162,J0701,Inj. cefepime hcl (baxter),$5.64 
9163,J0703,"Inj, cefepime hcl (b braun)",$5.27 
9164,J0877,"Inj, daptomycin (hospira)",$0.07 
9165,J0893,"Inj, decitabine (sun pharma)",$0.78 
9166,J1456,"Inj, fosaprepitant (teva)",$0.44 
9167,J2021,"Inj, linezolid (hospira)",$20.06 
9168,J2184,"Inj, meropenem (b. braun)",$2.11 
9169,J2247,"Inj, micafungin (par pharm)",$0.34 
9170,J2251,Inj midazolam (wg crit care),$0.28 
9171,J7202,Factor ix idelvion inj,$4.94 
9173,Q5108,"Injection, fulphila",$122.54 
9174,J7318,"Inj, durolane 1 mg",$6.14 
9178,J2186,"Inj., meropenem, vaborbactam",$2.08 
9179,J1943,"Inj., aristada initio, 1 mg",$3.09 
9180,J0222,"Inj., patisiran, 0.1 mg",$99.98 
9181,J2798,"Inj., perseris, 0.5 mg",$11.62 
9182,J9204,"Inj mogamulizumab-kpkc, 1 mg",$234.17 
9183,J0291,"Inj., plazomicin, 5 mg",$3.60 
9186,J9312,"Inj., rituximab, 10 mg",$79.20 
9187,J0584,"Injection, burosumab-twza 1m",$443.50 
9188,J0841,Inj crotalidae im f(ab')2 eq,$912.08 
9189,J1746,"Inj., ibalizumab-uiyk, 10 mg",$74.62 
9193,Q5110,Nivestym,$0.29 
9194,Q2042,Tisagenlecleucel car-pos t,"$511,072.50 "
9195,Q5111,"Injection, udenyca 0.5 mg",$122.10 
9196,J7329,"Inj, trivisc 1 mg",$7.91 
9197,J3031,"Inj., fremanezumab-vfrm 1 mg",$1.84 
9198,J7169,"Inj andexxa, 10 mg",$132.36 
9199,C9047,"Injection, caplacizumab-yhdp",$743.35 
9200,J0248,"Inj, remdesivir, 1 mg",$6.06 
9201,90377,Rabies ig ht&sol human im/sc,$256.31 
9203,J9071,Inj cyclophosphamd auromedic,$1.79 
9204,J9273,"Inj tisotu vedotin-tftv, 1mg",$168.31 
9205,J9359,Inj lon tesirin-lpyl 0.075mg,$200.63 
9206,J2998,Inj plasminogen tvmh 1mg,$31.80 
9207,J9041,"Injection, bortezomib, 0.1mg",$1.96 
9208,J0180,Agalsidase beta injection,$218.34 
9209,J1931,Laronidase injection,$37.44 
9211,J2272,"Inj, morphine (fresenius)",$7.43 
9212,J2281,Inj moxifloxacin (fres kabi),$5.81 
9213,J9305,Inj. pemetrexed nos 10mg,$4.37 
9214,J9035,Bevacizumab injection,$74.07 
9215,J9055,Cetuximab injection,$73.72 
9216,J2311,"Inj, naloxone hcl (zimhi)",$5.76 
9217,J9217,Leuprolide acetate suspnsion,$181.30 
9218,J2401,Chloroprocaine hcl injection,$0.04 
9219,J2690,Procainamide hcl injection,$146.32 
9220,J3244,Inj. tigecycline (accord),$2.65 
9221,J3371,"Inj, vancomycin hcl (mylan)",$5.97 
9222,J3372,"Inj, vancomycin hcl (xellia)",$6.58 
9223,Q2004,Bladder calculi irrig sol,$146.92 
9224,J1458,Galsulfase injection,$462.99 
9225,J7311,"Inj., retisert, 0.01 mg",$299.05 
9226,J0612,Calcium glucon (fresenius),$0.05 
9230,J0129,Abatacept injection,$43.16 
9233,J2778,Ranibizumab injection,$187.55 
9234,J0220,Alglucosidase alfa injection,$148.86 
9235,J9303,Panitumumab injection,$150.66 
9236,J1300,Eculizumab injection,$225.69 
9237,J1930,Lanreotide injection,$48.44 
9238,J0613,Calcium glucon (wg critical),$0.09 
9239,Q9992,Buprenorphine xr over 100 mg,"$1,887.11 "
9240,J9207,Ixabepilone injection,$128.07 
9241,J9331,Inj sirolimus prot part 1 mg,$109.29 
9243,J9033,"Inj., treanda 1 mg",$9.19 
9244,J9196,Inj gemcitabine hcl (accord) ,$8.78 
9245,J2796,Romiplostim injection,$96.03 
9246,J0402,"Inj, abilify asimtufii, 1 mg",$5.88 
9247,J0184,"Inj, amisulpride, 1 mg",$9.08 
9249,J0576,Inj buprenorph (brixadi) 1mg,$12.84 
9250,J9321,Inj epcoritamab-bysp 0.16 mg,$53.80 
9251,J0598,"C-1 esterase, cinryze",$62.56 
9252,J2562,Plerixafor injection,$172.88 
9253,J9328,Temozolomide injection,$10.40 
9254,A9608,Flotufolastat f18 diag 1 mci,$632.69 
9255,J2426,"Inj, invega sustenna, 1 mg",$14.32 
9256,J7312,Dexamethasone intra implant,$205.61 
9257,J7170,"Inj., emicizumab-kxwh 0.5 mg",$50.65 
9258,J3095,Telavancin injection,$7.05 
9259,J9307,Pralatrexate injection,$289.14 
9260,J9302,Ofatumumab injection,$63.96 
9261,J3357,"Ustekinumab sub cu inj, 1 mg",$153.96 
9262,J1304,Inj tofersen intrathec 1 mg,$150.84 
9263,J1290,Ecallantide injection,$539.33 
9264,J3262,Tocilizumab injection,$6.12 
9266,J2799,"Inj, uzedy, 1 mg",$24.70 
9267,J0349,"Inj, rezafungin, 1 mg",$10.04 
9268,J0801,Inj. acthar gel to 40 units,"$4,095.32 "
9269,J0597,"C-1 esterase, berinert",$64.36 
9270,J1557,Gammaplex injection,$55.15 
9271,J3385,Velaglucerase alfa,$367.41 
9272,J0897,Denosumab injection,$25.20 
9273,Q2043,Sipuleucel-t auto cd54+,"$53,426.66 "
9274,J0840,Crotalidae poly immune fab,"$1,949.92 "
9275,J0802,"Inj. (ani), up to 40 units","$3,348.99 "
9276,J9043,Cabazitaxel injection,$210.45 
9277,J7214,Altuviiio per factor viii iu,$4.63 
9278,J0588,Incobotulinumtoxin a,$5.19 
9279,J7519,Inj. mycophenolate mofetil,$0.73 
9280,J9345,"Inj, retifanlimab-dlwr, 1 mg",$29.83 
9281,J2507,Pegloticase injection,"$3,371.08 "
9282,J0137,"Inj, acetaminophen (hikma)",$0.05 
9283,J0173,"Inj, epinephrine (belcher)",$1.79 
9284,J9228,Ipilimumab injection,$172.42 
9285,J0206,Inj allopurinol sodium 1 mg,$5.55 
9286,J0485,Belatacept injection,$3.87 
9287,J9042,Brentuximab vedotin inj,$230.61 
9288,J0457,"Injection, aztreonam, 100 mg",$2.54 
9289,J9019,Erwinaze injection,$427.27 
9290,J0665,"Inj, bupivacaine, nos, 0.5mg",$0.01 
9291,J0736,"Inj, clindamycin phosp 300mg",$1.90 
9292,J0737,"Inj, clindamycin (baxter)",$1.75 
9294,J3060,"Inj, taliglucerase alfa 10 u",$45.03 
9295,J9047,"Injection, carfilzomib, 1 mg",$47.09 
9296,J9400,"Inj, ziv-aflibercept, 1mg",$7.28 
9297,J9262,"Inj, omacetaxine mep, 0.01mg",$3.96 
9299,J7208,Inj. jivi 1 iu,$2.34 
9300,J2357,Omalizumab injection,$39.46 
9301,J7345,"Aminolevulinic acid, 10% gel",$1.65 
9302,J9153,"Inj daunorubicin, cytarabine",$231.76 
9304,J9119,"Inj., cemiplimab-rwlc, 1 mg",$27.46 
9305,J9313,"Inj., lumoxiti, 0.01 mg",$23.39 
9306,J3245,"Inj., tildrakizumab, 1 mg",$140.66 
9309,J9269,Inj. tagraxofusp-erzs 10 mcg,$325.56 
9310,J9210,"Inj., emapalumab-lzsg, 1 mg",$375.66 
9311,J0121,"Inj., omadacycline, 1 mg",$3.66 
9312,J1303,"Inj., ravulizumab-cwvz 10 mg",$221.77 
9313,J9036,Inj. belrapzo/bendamustine,$13.09 
9314,J9356,"Inj. herceptin hylecta, 10mg",$66.02 
9318,J1729,Inj hydroxyprogst capoat nos,$18.18 
9319,J2941,Somatropin injection,$163.55 
9320,J7340,Carbidopa levodopa ent 100ml,$227.76 
9321,Q2009,Fosphenytoin inj pe,$4.80 
9325,J0122,"Inj., eravacycline, 1 mg",$1.13 
9327,J3111,Inj. romosozumab-aqqg 1 mg,$10.73 
9328,J7314,"Inj., yutiq, 0.01 mg",$529.00 
9329,Q5107,Inj mvasi 10 mg,$25.62 
9330,Q5117,"Inj., kanjinti, 10 mg",$13.45 
9331,J9309,"Inj, polatuzumab vedotin 1mg",$124.29 
9332,J0691,Inj lefamulin 1 mg,$0.72 
9333,J1632,"Inj., brexanolone, 1 mg",$72.10 
9334,J0642,"Injection, khapzory, 0.5 mg",$1.53 
9336,Q5115,Inj truxima 10 mg,$35.89 
9337,J7331,"Synojoynt, inj., 1 mg",$11.34 
9338,J7332,"Inj., triluron, 1 mg",$10.27 
9339,A9590,Iodine i-131 iobenguane 1mci,$339.61 
9340,J0179,"Inj, brolucizumab-dbll, 1 mg",$325.24 
9341,Q5114,Inj ogivri 10 mg,$44.43 
9343,J0223,Inj givosiran 0.5 mg,$112.08 
9345,Q5120,Inj pegfilgrastim-bmez 0.5mg,$346.76 
9346,J7402,Mometasone sinus sinuva,$11.35 
9347,J0896,Inj luspatercept-aamt 0.25mg,$39.97 
9348,Q5118,"Inj., zirabev, 10 mg",$21.51 
9349,Q5113,Inj herzuma 10 mg,$40.31 
9350,Q5116,"Inj., trazimera, 10 mg",$16.37 
9351,J7351,Inj bimatoprost itc imp1mcg,$206.21 
9353,J9358 ,Inj fam-trastu deru-nxki 1mg,$27.24 
9354,J7204,Inj recombin esperoct per iu,$2.08 
9355,J3241,Inj. teprotumumab-trbw 10 mg,$328.00 
9356,J1429             ,Inj golodirsen 10 mg,$166.20 
9357,J3032,Inj. eptinezumab-jjmr 1 mg,$18.06 
9358,J3299,Inj xipere 1 mg,$48.58 
9359,J0791,Inj crizanlizumab-tmca 5mg,$127.10 
9360,J1643,"Inj heparin, pfizer, 1000u",$4.58 
9361,J1201,Inj. cetirizine hcl 0.5mg,$15.07 
9362,J0742,Inj imip 4 cilas 4 releb 2mg,$2.46 
9363,J1805,"Inj, esmolol hcl, 10mg",$0.26 
9364,J9177,Inj enfort vedo-ejfv 0.25mg,$35.03 
9365,J1806,Inj esmolol hcl wg crit care,$0.45 
9366,J1811,Fiasp for insulin pump use,$6.80 
9367,Q5119,"Inj ruxience, 10 mg",$20.45 
9368,J1813,Lyumjev for insulin pump use,$15.57 
9369,J1836,"Inj, metronidazole, 10 mg",$0.02 
9372,J1558,"Inj. xembify, 100 mg",$14.18 
9374,J9281,Mitomycin instillation,$300.75 
9375,J9246,"Inj., evomela, 1 mg",$16.49 
9376,J9317,Sacituzumab govitecan-hziy,$34.08 
9377,J9227,Inj. isatuximab-irfc 10 mg,$76.50 
9378,J9144,"Daratumumab, hyaluronidase",$49.05 
9381,Q5121,"Inj. avsola, 10 mg",$25.56 
9382,Q5112,Inj ontruzant 10 mg,$38.94 
9384,J9037,Inj belantamab mafodot blmf,$46.78 
9385,J9349,"Inj., tafasitamab-cxix",$13.60 
9386,J1427,Inj. viltolarsen,$58.83 
9387,J9198,"Inj. infugem, 100 mg",$40.28 
9388,J1437,Inj. fe derisomaltose 10 mg,$18.86 
9389,J9223,"Inj. lurbinectedin, 0.1 mg",$200.01 
9390,J9316,"Pertuzu, trastuzu, 10 mg",$67.05 
9391,Q2053,Brexucabtagene car pos t,"$449,440.00 "
